order_id,date,region,category,channel,units_sold,unit_price,discount_pct,customer_age,customer_rating,revenue,discount_amt,net_revenue,month,month_name,quarter
1016,2023-01-06 11:10:16.216216,North,Clothing,Phone,29,141.79,5.0,41,2.3,4111.91,205.5955,3906.3145,1,Jan,1
1017,2023-01-06 19:54:57.297297,West,Clothing,Online,37,242.95,5.0,58,3.7,8989.15,449.4575,8539.6925,1,Jan,1
1018,2023-01-07 04:39:38.378378,West,Clothing,In-Store,20,320.83,10.0,18,2.3,6416.599999999999,641.66,5774.94,1,Jan,1
1019,2023-01-07 13:24:19.459459,West,Furniture,In-Store,49,499.74,20.0,68,1.7,24487.260000000002,4897.452000000001,19589.808,1,Jan,1
1020,2023-01-07 22:09:00.540540,East,Sports,In-Store,21,61.36,10.0,60,2.1,1288.56,128.856,1159.704,1,Jan,1
1021,2023-01-08 06:53:41.621621,South,Sports,In-Store,10,254.3,5.0,39,2.8,2543.0,127.15,2415.85,1,Jan,1
1022,2023-01-08 15:38:22.702702,North,Electronics,Phone,5,198.71,10.0,40,2.9,993.5500000000001,99.355,894.195,1,Jan,1
1023,2023-01-09 00:23:03.783783,South,Electronics,Phone,36,434.25,20.0,36,4.1,15633.0,3126.6,12506.4,1,Jan,1
1024,2023-01-09 09:07:44.864864,West,Clothing,Phone,6,243.22,20.0,35,4.0,1459.32,291.864,1167.456,1,Jan,1
1025,2023-01-09 17:52:25.945945,West,Electronics,Phone,26,64.38,0.0,29,2.8,1673.8799999999999,0.0,1673.8799999999999,1,Jan,1
1026,2023-01-10 02:37:07.027027,South,Furniture,Phone,4,320.87,15.0,45,4.4,1283.48,192.52200000000002,1090.958,1,Jan,1
1027,2023-01-10 11:21:48.108108,South,Sports,In-Store,39,387.68,,45,1.5,15119.52,,,1,Jan,1
1028,2023-01-10 20:06:29.189189,South,Clothing,In-Store,39,11.41,20.0,50,2.0,444.99,88.99799999999999,355.992,1,Jan,1
1029,2023-01-11 04:51:10.270270,West,Electronics,In-Store,35,430.89,5.0,36,4.3,15081.15,754.0575,14327.092499999999,1,Jan,1
1030,2023-01-11 13:35:51.351351,West,Furniture,In-Store,1,101.15,5.0,45,2.5,101.15,5.0575,96.0925,1,Jan,1
1031,2023-01-11 22:20:32.432432,North,Furniture,Phone,24,280.51,0.0,69,4.9,6732.24,0.0,6732.24,1,Jan,1
1032,2023-01-12 07:05:13.513513,North,Electronics,Phone,36,213.74,20.0,66,2.9,7694.64,1538.928,6155.712,1,Jan,1
1033,2023-01-12 15:49:54.594594,West,Sports,Phone,6,362.63,5.0,54,4.2,2175.7799999999997,108.78899999999997,2066.991,1,Jan,1
1034,2023-01-13 00:34:35.675675,South,Electronics,Online,41,191.87,20.0,43,2.6,7866.67,1573.3339999999998,6293.336,1,Jan,1
1035,2023-01-13 09:19:16.756756,South,Clothing,In-Store,46,436.18,5.0,52,2.7,20064.28,1003.2139999999999,19061.066,1,Jan,1
1036,2023-01-13 18:03:57.837837,North,Electronics,In-Store,44,367.94,20.0,51,2.5,16189.36,3237.8720000000003,12951.488000000001,1,Jan,1
1037,2023-01-14 02:48:38.918918,West,Furniture,Phone,31,327.38,10.0,52,3.9,10148.78,1014.878,9133.902,1,Jan,1
1038,2023-01-14 11:33:20.000000,North,Electronics,In-Store,20,400.16,20.0,57,3.2,8003.200000000001,1600.64,6402.56,1,Jan,1
1039,2023-01-14 20:18:01.081081,North,Sports,In-Store,24,379.47,20.0,33,4.8,9107.28,1821.4560000000001,7285.8240000000005,1,Jan,1
1040,2023-01-15 05:02:42.162162,East,Groceries,Phone,25,27.61,0.0,55,2.0,690.25,0.0,690.25,1,Jan,1
1041,2023-01-15 13:47:23.243243,East,Electronics,Online,36,203.42,10.0,30,1.4,7323.12,732.312,6590.808,1,Jan,1
1042,2023-01-15 22:32:04.324324,East,Sports,Online,21,466.1,15.0,40,2.6,9788.1,1468.215,8319.885,1,Jan,1
1043,2023-01-16 07:16:45.405405,South,Sports,Online,30,71.6,0.0,39,3.5,2148.0,0.0,2148.0,1,Jan,1
1044,2023-01-16 16:01:26.486486,West,Furniture,Phone,24,371.18,15.0,33,4.4,8908.32,1336.2479999999998,7572.072,1,Jan,1
1045,2023-01-17 00:46:07.567567,West,Sports,In-Store,44,487.55,5.0,45,2.4,21452.2,1072.61,20379.59,1,Jan,1
1046,2023-01-17 09:30:48.648648,West,Sports,Phone,42,35.58,15.0,65,3.6,1494.36,224.15399999999997,1270.206,1,Jan,1
1047,2023-01-17 18:15:29.729729,West,Sports,Phone,30,344.28,20.0,52,2.4,10328.4,2065.68,8262.72,1,Jan,1
1048,2023-01-18 03:00:10.810810,East,Sports,In-Store,22,239.4,15.0,62,3.5,5266.8,790.02,4476.780000000001,1,Jan,1
1049,2023-01-18 11:44:51.891891,South,Clothing,Online,28,293.8,0.0,63,4.5,8226.4,0.0,8226.4,1,Jan,1
1050,2023-01-18 20:29:32.972972,South,Clothing,Online,7,51.82,0.0,25,1.9,362.74,0.0,362.74,1,Jan,1
1051,2023-01-19 05:14:14.054054,East,Furniture,Phone,35,31.07,15.0,61,2.6,1087.45,163.1175,924.3325,1,Jan,1
1052,2023-01-19 13:58:55.135135,South,Electronics,Online,28,336.76,0.0,39,5.0,9429.279999999999,0.0,9429.279999999999,1,Jan,1
1053,2023-01-19 22:43:36.216216,East,Sports,Phone,14,413.42,0.0,38,4.5,5787.88,0.0,5787.88,1,Jan,1
1054,2023-01-20 07:28:17.297297,West,Electronics,Phone,10,393.19,15.0,43,3.3,3931.9,589.785,3342.1150000000002,1,Jan,1
1055,2023-01-20 16:12:58.378378,East,Electronics,In-Store,16,276.46,10.0,57,3.1,4423.36,442.336,3981.0239999999994,1,Jan,1
1056,2023-01-21 00:57:39.459459,West,Furniture,In-Store,16,58.93,10.0,38,2.1,942.88,94.288,848.592,1,Jan,1
1057,2023-01-21 09:42:20.540540,West,Sports,In-Store,31,347.14,5.0,42,3.1,10761.34,538.067,10223.273000000001,1,Jan,1
1058,2023-01-21 18:27:01.621621,North,Sports,Phone,42,128.53,0.0,58,4.4,5398.26,0.0,5398.26,1,Jan,1
1059,2023-01-22 03:11:42.702702,East,Groceries,In-Store,25,456.42,15.0,18,3.7,11410.5,1711.575,9698.925,1,Jan,1
1060,2023-01-22 11:56:23.783783,North,Electronics,Online,13,420.75,0.0,23,2.2,5469.75,0.0,5469.75,1,Jan,1
1061,2023-01-22 20:41:04.864864,East,Electronics,Online,6,357.6,20.0,40,1.8,2145.6000000000004,429.12000000000006,1716.4800000000002,1,Jan,1
1062,2023-01-23 05:25:45.945945,East,Clothing,Phone,44,474.93,0.0,68,2.1,20896.920000000002,0.0,20896.920000000002,1,Jan,1
1063,2023-01-23 14:10:27.027027,North,Groceries,Phone,9,25.4,0.0,40,1.7,228.6,0.0,228.6,1,Jan,1
1064,2023-01-23 22:55:08.108108,North,Clothing,In-Store,45,370.74,10.0,60,,16683.3,1668.33,15014.97,1,Jan,1
1065,2023-01-24 07:39:49.189189,East,Clothing,Phone,36,171.82,15.0,60,2.7,6185.5199999999995,927.8279999999999,5257.692,1,Jan,1
1066,2023-01-24 16:24:30.270270,South,Clothing,Phone,43,453.97,0.0,40,1.5,19520.710000000003,0.0,19520.710000000003,1,Jan,1
1067,2023-01-25 01:09:11.351351,West,Furniture,Online,20,140.67,10.0,49,1.7,2813.3999999999996,281.34,2532.0599999999995,1,Jan,1
1068,2023-01-25 09:53:52.432432,North,Furniture,Online,18,365.18,5.0,47,3.2,6573.24,328.662,6244.5779999999995,1,Jan,1
1069,2023-01-25 18:38:33.513513,West,Clothing,In-Store,43,440.05,10.0,30,1.7,18922.15,1892.215,17029.935,1,Jan,1
1070,2023-01-26 03:23:14.594594,South,Groceries,Phone,21,30.41,10.0,60,1.3,638.61,63.861000000000004,574.749,1,Jan,1
1071,2023-01-26 12:07:55.675675,South,Electronics,Phone,4,204.85,10.0,35,2.3,819.4,81.94,737.46,1,Jan,1
1072,2023-01-26 20:52:36.756756,South,Groceries,Online,33,383.53,0.0,40,1.9,12656.49,0.0,12656.49,1,Jan,1
1073,2023-01-27 05:37:17.837837,North,Sports,Phone,27,232.91,0.0,32,3.1,6288.57,0.0,6288.57,1,Jan,1
1074,2023-01-27 14:21:58.918918,South,Furniture,Online,7,140.95,5.0,50,1.4,986.6499999999999,49.33249999999999,937.3174999999999,1,Jan,1
1075,2023-01-27 23:06:40.000000,North,Electronics,In-Store,6,117.7,20.0,38,4.0,706.2,141.24,564.96,1,Jan,1
1076,2023-01-28 07:51:21.081081,South,Electronics,Online,15,74.44,20.0,56,4.6,1116.6,223.32,893.28,1,Jan,1
1077,2023-01-28 16:36:02.162162,West,Sports,Phone,18,429.99,20.0,40,4.0,7739.82,1547.964,6191.856,1,Jan,1
1078,2023-01-29 01:20:43.243243,West,Sports,In-Store,32,291.92,5.0,44,3.1,9341.44,467.07200000000006,8874.368,1,Jan,1
1079,2023-01-29 10:05:24.324324,East,Clothing,Online,11,47.43,20.0,62,4.4,521.73,104.346,417.384,1,Jan,1
1080,2023-01-29 18:50:05.405405,West,Furniture,Online,20,197.46,20.0,61,3.8,3949.2000000000003,789.84,3159.36,1,Jan,1
1081,2023-01-30 03:34:46.486486,East,Furniture,In-Store,24,190.19,10.0,35,1.0,4564.5599999999995,456.4559999999999,4108.103999999999,1,Jan,1
1082,2023-01-30 12:19:27.567567,West,Groceries,In-Store,15,99.05,0.0,41,2.6,1485.75,0.0,1485.75,1,Jan,1
1083,2023-01-30 21:04:08.648648,North,Clothing,Online,48,223.4,0.0,68,4.4,10723.2,0.0,10723.2,1,Jan,1
1084,2023-01-31 05:48:49.729729,West,Clothing,Phone,7,172.73,10.0,64,2.4,1209.11,120.91099999999999,1088.1989999999998,1,Jan,1
1085,2023-01-31 14:33:30.810810,East,Clothing,Online,21,177.48,10.0,57,1.1,3727.08,372.708,3354.372,1,Jan,1
1086,2023-01-31 23:18:11.891891,East,Clothing,In-Store,42,372.12,10.0,68,4.0,15629.04,1562.9040000000002,14066.136,1,Jan,1
1087,2023-02-01 08:02:52.972972,South,Furniture,Online,26,119.4,0.0,59,4.2,3104.4,0.0,3104.4,2,Feb,1
1088,2023-02-01 16:47:34.054054,North,Furniture,In-Store,44,324.51,20.0,24,1.6,14278.439999999999,2855.688,11422.751999999999,2,Feb,1
1089,2023-02-02 01:32:15.135135,West,Clothing,In-Store,14,289.62,10.0,67,3.1,4054.6800000000003,405.468,3649.2120000000004,2,Feb,1
1090,2023-02-02 10:16:56.216216,South,Groceries,Phone,37,288.37,5.0,65,1.8,10669.69,533.4845,10136.2055,2,Feb,1
1091,2023-02-02 19:01:37.297297,West,Electronics,In-Store,21,334.87,10.0,37,3.9,7032.27,703.2270000000001,6329.043000000001,2,Feb,1
1092,2023-02-03 03:46:18.378378,West,Electronics,In-Store,18,278.71,15.0,44,2.1,5016.78,752.5169999999999,4264.263,2,Feb,1
1093,2023-02-03 12:30:59.459459,South,Groceries,Phone,5,440.84,10.0,23,2.3,2204.2,220.42,1983.7799999999997,2,Feb,1
1094,2023-02-03 21:15:40.540540,South,Clothing,In-Store,3,341.03,0.0,44,4.4,1023.0899999999999,0.0,1023.0899999999999,2,Feb,1
1095,2023-02-04 06:00:21.621621,South,Furniture,Phone,23,278.01,10.0,26,2.9,6394.23,639.423,5754.807,2,Feb,1
1096,2023-02-04 14:45:02.702702,South,Electronics,Phone,26,416.58,15.0,62,3.7,10831.08,1624.662,9206.418,2,Feb,1
1097,2023-02-04 23:29:43.783783,South,Sports,In-Store,37,307.01,5.0,48,2.6,11359.369999999999,567.9685,10791.4015,2,Feb,1
1098,2023-02-05 08:14:24.864864,West,Sports,In-Store,24,152.66,20.0,38,2.2,3663.84,732.768,2931.072,2,Feb,1
1099,2023-02-05 16:59:05.945945,South,Groceries,Online,49,111.48,10.0,43,3.5,5462.52,546.2520000000001,4916.268,2,Feb,1
1100,2023-02-06 01:43:47.027027,North,Clothing,Phone,19,84.64,15.0,57,1.6,1608.16,241.22400000000002,1366.9360000000001,2,Feb,1
1101,2023-02-06 10:28:28.108108,East,Electronics,Online,25,450.73,15.0,65,2.5,11268.25,1690.2375,9578.0125,2,Feb,1
1102,2023-02-06 19:13:09.189189,South,Clothing,In-Store,21,357.97,5.0,62,1.8,7517.370000000001,375.86850000000004,7141.5015,2,Feb,1
1103,2023-02-07 03:57:50.270270,South,Electronics,Online,12,469.32,0.0,30,3.8,5631.84,0.0,5631.84,2,Feb,1
1104,2023-02-07 12:42:31.351351,West,Groceries,Phone,41,305.61,10.0,66,4.8,12530.01,1253.001,11277.009,2,Feb,1
1105,2023-02-07 21:27:12.432432,South,Groceries,Online,33,241.97,15.0,40,5.0,7985.01,1197.7515,6787.2585,2,Feb,1
1106,2023-02-08 06:11:53.513513,South,Sports,Phone,4,39.26,5.0,37,2.8,157.04,7.851999999999999,149.188,2,Feb,1
1107,2023-02-08 14:56:34.594594,South,Clothing,In-Store,42,339.1,20.0,54,2.0,14242.2,2848.44,11393.76,2,Feb,1
1108,2023-02-08 23:41:15.675675,West,Sports,In-Store,7,295.28,15.0,45,2.8,2066.96,310.04400000000004,1756.916,2,Feb,1
1109,2023-02-09 08:25:56.756756,South,Clothing,Phone,22,495.2,5.0,34,4.4,10894.4,544.72,10349.68,2,Feb,1
1110,2023-02-09 17:10:37.837837,East,Sports,In-Store,33,127.19,0.0,45,,4197.2699999999995,0.0,4197.2699999999995,2,Feb,1
1111,2023-02-10 01:55:18.918918,West,Furniture,In-Store,17,270.06,0.0,58,4.8,4591.02,0.0,4591.02,2,Feb,1
1112,2023-02-10 10:40:00.000000,East,Furniture,In-Store,24,328.97,15.0,19,2.4,7895.280000000001,1184.2920000000001,6710.988,2,Feb,1
1113,2023-02-10 19:24:41.081081,West,Furniture,In-Store,34,325.85,15.0,42,4.9,11078.900000000001,1661.8350000000003,9417.065,2,Feb,1
1114,2023-02-11 04:09:22.162162,South,Furniture,Phone,28,285.03,10.0,67,4.4,7980.839999999999,798.084,7182.755999999999,2,Feb,1
1115,2023-02-11 12:54:03.243243,East,Electronics,Online,43,390.69,5.0,58,4.2,16799.67,839.9834999999999,15959.686499999998,2,Feb,1
1116,2023-02-11 21:38:44.324324,West,Furniture,Online,41,110.44,15.0,23,2.3,4528.04,679.206,3848.834,2,Feb,1
1117,2023-02-12 06:23:25.405405,North,Groceries,In-Store,39,365.56,10.0,28,1.0,14256.84,1425.684,12831.156,2,Feb,1
1118,2023-02-12 15:08:06.486486,South,Groceries,Online,22,313.67,10.0,55,2.5,6900.740000000001,690.0740000000001,6210.666000000001,2,Feb,1
1119,2023-02-12 23:52:47.567567,West,Electronics,Online,49,449.08,15.0,23,2.2,22004.92,3300.738,18704.181999999997,2,Feb,1
1120,2023-02-13 08:37:28.648648,North,Furniture,In-Store,17,425.13,0.0,62,1.1,7227.21,0.0,7227.21,2,Feb,1
1121,2023-02-13 17:22:09.729729,West,Furniture,In-Store,34,164.42,5.0,28,3.0,5590.28,279.51399999999995,5310.766,2,Feb,1
1122,2023-02-14 02:06:50.810810,North,Furniture,Online,6,145.36,5.0,31,2.6,872.1600000000001,43.608000000000004,828.5520000000001,2,Feb,1
1123,2023-02-14 10:51:31.891891,South,Sports,Phone,46,491.01,0.0,19,3.5,22586.46,0.0,22586.46,2,Feb,1
1124,2023-02-14 19:36:12.972972,East,Clothing,In-Store,6,268.36,15.0,57,3.5,1610.16,241.524,1368.636,2,Feb,1
1125,2023-02-15 04:20:54.054054,North,Sports,Phone,34,454.15,5.0,20,1.5,15441.099999999999,772.055,14669.044999999998,2,Feb,1
1126,2023-02-15 13:05:35.135135,West,Clothing,Online,1,90.3,15.0,52,4.9,90.3,13.545,76.755,2,Feb,1
1127,2023-02-15 21:50:16.216216,South,Furniture,In-Store,10,324.98,15.0,50,1.7,3249.8,487.47,2762.33,2,Feb,1
1128,2023-02-16 06:34:57.297297,North,Furniture,Phone,21,406.83,10.0,41,2.8,8543.43,854.3430000000001,7689.087,2,Feb,1
1129,2023-02-16 15:19:38.378378,West,Sports,In-Store,5,474.22,0.0,36,3.0,2371.1000000000004,0.0,2371.1000000000004,2,Feb,1
1130,2023-02-17 00:04:19.459459,West,Sports,Online,2,175.3,15.0,35,4.3,350.6,52.59,298.01,2,Feb,1
1131,2023-02-17 08:49:00.540540,West,Clothing,Phone,22,365.24,20.0,66,1.4,8035.280000000001,1607.056,6428.224,2,Feb,1
1132,2023-02-17 17:33:41.621621,North,Groceries,Online,48,274.02,0.0,69,2.7,13152.96,0.0,13152.96,2,Feb,1
1133,2023-02-18 02:18:22.702702,North,Clothing,Online,2,39.71,5.0,41,3.5,79.42,3.971,75.449,2,Feb,1
1134,2023-02-18 11:03:03.783783,North,Sports,In-Store,10,348.1,10.0,62,1.9,3481.0,348.1,3132.9,2,Feb,1
1135,2023-02-18 19:47:44.864864,East,Sports,Phone,34,348.15,5.0,52,3.5,11837.099999999999,591.8549999999999,11245.244999999999,2,Feb,1
1136,2023-02-19 04:32:25.945945,North,Electronics,Online,16,466.0,5.0,18,4.7,7456.0,372.8,7083.2,2,Feb,1
1137,2023-02-19 13:17:07.027027,North,Sports,Online,48,253.68,0.0,53,5.0,12176.64,0.0,12176.64,2,Feb,1
1138,2023-02-19 22:01:48.108108,North,Electronics,Phone,39,122.82,5.0,42,1.1,4789.98,239.49899999999997,4550.481,2,Feb,1
1139,2023-02-20 06:46:29.189189,East,Groceries,Online,22,31.84,15.0,62,1.9,700.48,105.072,595.408,2,Feb,1
1140,2023-02-20 15:31:10.270270,North,Clothing,Online,12,213.66,5.0,66,2.2,2563.92,128.196,2435.724,2,Feb,1
1141,2023-02-21 00:15:51.351351,West,Clothing,Phone,24,157.94,10.0,60,2.6,3790.56,379.056,3411.504,2,Feb,1
1142,2023-02-21 09:00:32.432432,North,Electronics,Phone,47,382.93,10.0,51,2.0,17997.71,1799.7709999999997,16197.938999999998,2,Feb,1
1143,2023-02-21 17:45:13.513513,West,Clothing,Phone,40,183.59,20.0,42,1.8,7343.6,1468.72,5874.88,2,Feb,1
1144,2023-02-22 02:29:54.594594,West,Sports,Phone,38,475.04,10.0,33,4.8,18051.52,1805.152,16246.368,2,Feb,1
1145,2023-02-22 11:14:35.675675,West,Furniture,In-Store,10,481.53,5.0,51,4.7,4815.299999999999,240.76499999999996,4574.534999999999,2,Feb,1
1146,2023-02-22 19:59:16.756756,East,Electronics,Phone,35,314.25,10.0,46,1.2,10998.75,1099.875,9898.875,2,Feb,1
1147,2023-02-23 04:43:57.837837,East,Clothing,In-Store,49,465.04,0.0,36,2.4,22786.960000000003,0.0,22786.960000000003,2,Feb,1
1148,2023-02-23 13:28:38.918918,East,Electronics,In-Store,32,382.82,10.0,40,2.6,12250.24,1225.024,11025.216,2,Feb,1
1149,2023-02-23 22:13:20.000000,North,Electronics,In-Store,7,277.96,15.0,36,2.0,1945.7199999999998,291.85799999999995,1653.8619999999999,2,Feb,1
1150,2023-02-24 06:58:01.081081,West,Furniture,Online,21,98.35,0.0,42,3.5,2065.35,0.0,2065.35,2,Feb,1
1151,2023-02-24 15:42:42.162162,East,Sports,In-Store,20,234.71,20.0,33,3.6,4694.2,938.84,3755.3599999999997,2,Feb,1
1152,2023-02-25 00:27:23.243243,East,Electronics,In-Store,26,284.83,15.0,68,4.4,7405.58,1110.837,6294.743,2,Feb,1
1153,2023-02-25 09:12:04.324324,North,Clothing,Online,4,433.34,5.0,26,4.0,1733.36,86.66799999999999,1646.692,2,Feb,1
1154,2023-02-25 17:56:45.405405,East,Groceries,Online,46,245.85,5.0,18,3.2,11309.1,565.455,10743.645,2,Feb,1
1155,2023-02-26 02:41:26.486486,North,Electronics,Online,22,449.86,5.0,59,3.6,9896.92,494.846,9402.074,2,Feb,1
1156,2023-02-26 11:26:07.567567,South,Electronics,Phone,15,340.43,15.0,36,2.1,5106.45,765.9675,4340.4825,2,Feb,1
1157,2023-02-26 20:10:48.648648,East,Furniture,Online,40,77.13,15.0,50,3.4,3085.2,462.78,2622.42,2,Feb,1
1158,2023-02-27 04:55:29.729729,South,Sports,Online,21,497.54,15.0,51,3.0,10448.34,1567.251,8881.089,2,Feb,1
1159,2023-02-27 13:40:10.810810,North,Groceries,In-Store,15,268.34,0.0,33,1.5,4025.0999999999995,0.0,4025.0999999999995,2,Feb,1
1160,2023-02-27 22:24:51.891891,West,Clothing,Online,22,202.01,0.0,61,2.0,4444.219999999999,0.0,4444.219999999999,2,Feb,1
1161,2023-02-28 07:09:32.972972,East,Groceries,Phone,28,332.97,5.0,57,2.2,9323.16,466.158,8857.002,2,Feb,1
1162,2023-02-28 15:54:14.054054,North,Clothing,Online,14,63.36,10.0,35,4.7,887.04,88.704,798.336,2,Feb,1
1163,2023-03-01 00:38:55.135135,West,Sports,Phone,27,321.9,5.0,51,1.9,8691.3,434.565,8256.734999999999,3,Mar,1
1164,2023-03-01 09:23:36.216216,West,Clothing,Online,41,254.14,20.0,42,2.2,10419.74,2083.948,8335.792,3,Mar,1
1165,2023-03-01 18:08:17.297297,South,Furniture,Online,40,209.27,0.0,62,2.5,8370.800000000001,0.0,8370.800000000001,3,Mar,1
1166,2023-03-02 02:52:58.378378,North,Furniture,Online,28,476.98,15.0,23,3.7,13355.44,2003.316,11352.124,3,Mar,1
1167,2023-03-02 11:37:39.459459,West,Furniture,Online,26,266.04,0.0,38,1.5,6917.040000000001,0.0,6917.040000000001,3,Mar,1
1168,2023-03-02 20:22:20.540540,East,Furniture,Phone,49,117.37,,23,4.8,5751.13,,,3,Mar,1
1169,2023-03-03 05:07:01.621621,East,Groceries,Phone,2,234.89,20.0,49,4.5,469.78,93.95599999999999,375.82399999999996,3,Mar,1
1170,2023-03-03 13:51:42.702702,South,Sports,In-Store,25,460.5,20.0,58,3.3,11512.5,2302.5,9210.0,3,Mar,1
1171,2023-03-03 22:36:23.783783,West,Clothing,Phone,3,96.29,0.0,65,3.7,288.87,0.0,288.87,3,Mar,1
1172,2023-03-04 07:21:04.864864,North,Clothing,Online,8,114.84,15.0,60,1.1,918.72,137.80800000000002,780.912,3,Mar,1
1173,2023-03-04 16:05:45.945945,East,Furniture,In-Store,44,16.38,20.0,56,2.4,720.7199999999999,144.14399999999998,576.5759999999999,3,Mar,1
1174,2023-03-05 00:50:27.027027,West,Furniture,In-Store,33,16.95,5.0,48,4.2,559.35,27.9675,531.3825,3,Mar,1
1175,2023-03-05 09:35:08.108108,West,Electronics,In-Store,42,416.4,5.0,59,1.3,17488.8,874.44,16614.36,3,Mar,1
1176,2023-03-05 18:19:49.189189,South,Sports,Online,35,368.74,15.0,27,2.1,12905.9,1935.885,10970.015,3,Mar,1
1177,2023-03-06 03:04:30.270270,East,Groceries,Phone,6,183.97,0.0,47,3.3,1103.82,0.0,1103.82,3,Mar,1
1178,2023-03-06 11:49:11.351351,East,Clothing,Online,39,352.17,20.0,69,2.0,13734.630000000001,2746.9260000000004,10987.704000000002,3,Mar,1
1179,2023-03-06 20:33:52.432432,North,Electronics,In-Store,23,203.65,0.0,35,4.7,4683.95,0.0,4683.95,3,Mar,1
1180,2023-03-07 05:18:33.513513,East,Electronics,Online,25,476.92,5.0,41,1.5,11923.0,596.15,11326.85,3,Mar,1
1181,2023-03-07 14:03:14.594594,North,Clothing,Online,43,483.86,20.0,69,4.2,20805.98,4161.196,16644.784,3,Mar,1
1182,2023-03-07 22:47:55.675675,East,Groceries,Phone,19,202.47,0.0,26,3.0,3846.93,0.0,3846.93,3,Mar,1
1183,2023-03-08 07:32:36.756756,South,Electronics,Phone,5,428.57,10.0,48,4.0,2142.85,214.285,1928.5649999999998,3,Mar,1
1184,2023-03-08 16:17:17.837837,East,Electronics,In-Store,11,388.81,15.0,32,2.2,4276.91,641.5364999999999,3635.3734999999997,3,Mar,1
1185,2023-03-09 01:01:58.918918,North,Sports,Online,12,161.9,15.0,21,3.1,1942.8000000000002,291.42,1651.38,3,Mar,1
1186,2023-03-09 09:46:40.000000,North,Groceries,Online,10,123.7,10.0,57,4.4,1237.0,123.7,1113.3,3,Mar,1
1187,2023-03-09 18:31:21.081081,South,Electronics,Phone,8,234.53,5.0,26,2.9,1876.24,93.81200000000001,1782.4279999999999,3,Mar,1
1188,2023-03-10 03:16:02.162162,East,Groceries,Online,24,392.86,20.0,62,2.4,9428.64,1885.7279999999998,7542.911999999999,3,Mar,1
1189,2023-03-10 12:00:43.243243,East,Clothing,Online,28,480.48,15.0,26,3.1,13453.44,2018.016,11435.424,3,Mar,1
1190,2023-03-10 20:45:24.324324,South,Furniture,Online,41,384.15,10.0,43,3.9,15750.15,1575.015,14175.135,3,Mar,1
1191,2023-03-11 05:30:05.405405,East,Electronics,Phone,36,429.05,10.0,21,2.8,15445.800000000001,1544.58,13901.220000000001,3,Mar,1
1192,2023-03-11 14:14:46.486486,East,Sports,In-Store,37,305.5,5.0,34,4.8,11303.5,565.175,10738.325,3,Mar,1
1193,2023-03-11 22:59:27.567567,North,Clothing,In-Store,21,419.35,5.0,33,2.2,8806.35,440.3175,8366.032500000001,3,Mar,1
1194,2023-03-12 07:44:08.648648,East,Groceries,Online,8,394.37,0.0,32,2.9,3154.96,0.0,3154.96,3,Mar,1
1195,2023-03-12 16:28:49.729729,East,Clothing,In-Store,9,194.72,15.0,52,4.0,1752.48,262.872,1489.608,3,Mar,1
1196,2023-03-13 01:13:30.810810,South,Electronics,Phone,47,280.48,0.0,69,3.8,13182.560000000001,0.0,13182.560000000001,3,Mar,1
1197,2023-03-13 09:58:11.891891,South,Groceries,Phone,15,404.33,10.0,22,4.5,6064.95,606.495,5458.455,3,Mar,1
